Sch_num,School,p_type,Department,Region,address,Disc_Cluster,requirement,Exam_Item,Talent,Quota,exam_date,Contact,link,note
SCH11400049,國立中興大學,國立,外國語文學系,中區,臺中市南區興大路145號,其他學群,特殊才能 不同教育資歷： 1.新住民及其子女 2.經濟弱勢學生,"本系採甲、乙組分組徵選。
甲組-甄試說明:書審(權重*1.0)+擇優面試(權重*1.0)
乙組-甄試說明:書審(權重*1.0)+擇優面試(權重*1.0)

篩選條件、繳交資料、考試日程與考試規範以114學年度特殊選才簡章公告為準",基礎學科能力、溝通能力、表達能力、學習能力,2,2024/12/05,"陳小姐 / 04-22840321轉777

聯絡人：黃小姐",https://www.nchu.edu.tw/,【計畫類別】特殊選才
SCH11400050,國立中興大學,國立,生命科學系,中區,臺中市南區興大路145號,其他學群,特殊才能,"甄試說明:書審(權重*1.0)+擇優面試(權重*1.5)

篩選條件、繳交資料、考試日程與考試規範以114學年度特殊選才簡章公告為準",基礎學科能力、溝通能力、表達能力、學習能力,9,2024/12/05,"王小姐 / 04-22840416轉302

聯絡人：黃小姐",https://www.nchu.edu.tw/,【計畫類別】特殊選才
SCH11400051,國立中興大學,國立,生物科技學士學位學程,中區,臺中市南區興大路145號,生命科學學群,特殊才能,"甄試說明:書審(權重*1.0)+擇優面試(權重*1.0)

篩選條件、繳交資料、考試日程與考試規範以114學年度特殊選才簡章公告為準",生物能力、化學能力、實驗能力、英文能力,2,2024/12/05,"張小姐 / 04-22840811轉536

聯絡人：黃小姐",https://www.nchu.edu.tw/,【計畫類別】特殊選才
SCH11400052,國立中興大學,國立,生物產業機電工程學系,中區,臺中市南區興大路145號,生命科學學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者 6.其他：<br>具農家子弟身分,"甄試說明:書審(權重*1.0)

篩選條件、繳交資料、考試日程與考試規範以114學年度特殊選才簡章公告為準",生物能力、化學能力、實驗能力、英文能力,1,2024/12/05,"戴小姐 / 04-22840377轉304

聯絡人：黃小姐",https://www.nchu.edu.tw/,【計畫類別】特殊選才
SCH11400053,國立中興大學,國立,行銷學系,中區,臺中市南區興大路145號,管理學群,不同教育資歷： 1.境外臺生 2.實驗教育學生 3.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"甄試說明:書審(權重*1.0)+擇優面試(權重*1.0)

篩選條件、繳交資料、考試日程與考試規範以114學年度特殊選才簡章公告為準",領導能力、溝通能力、分析能力、英文能力,2,2024/12/05,"黃小姐 / 04-22840392轉792

聯絡人：黃小姐",https://www.nchu.edu.tw/,【計畫類別】特殊選才
SCH11400054,國立中興大學,國立,材料科學與工程學系,中區,臺中市南區興大路145號,其他學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者,"本系採甲、乙組分組徵選。
甲組-甄試說明:書審(權重*1.0)+擇優面試(權重*1.0)
乙組-甄試說明:書審(權重*1.0)+擇優面試(權重*1.0)

篩選條件、繳交資料、考試日程與考試規範以114學年度特殊選才簡章公告為準",基礎學科能力、溝通能力、表達能力、學習能力,3,2024/12/05,"李助教 / 04-22840500轉114

聯絡人：黃小姐",https://www.nchu.edu.tw/,【計畫類別】特殊選才
SCH11400055,國立中興大學,國立,昆蟲學系,中區,臺中市南區興大路145號,生物資源學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者 6.其他：<br>具農家子弟身分、中彰投地區學生、相關實務經驗,"本系採甲、乙組分組徵選。
甲組-甄試說明:書審(權重*1.0)+擇優面試(權重*1.0)
乙組-甄試說明:書審(權重*1.0)+擇優面試(權重*1.0)

篩選條件、繳交資料、考試日程與考試規範以114學年度特殊選才簡章公告為準",生物能力、化學能力、實驗能力、觀察力,3,2024/12/05,"賴小姐 / 04-22840361轉524

聯絡人：黃小姐",https://www.nchu.edu.tw/,【計畫類別】特殊選才
SCH11400056,國立中興大學,國立,法律學系,中區,臺中市南區興大路145號,法政學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者 6.其他：<br>中彰投地區學生、相關實務經驗,"本系採甲、乙組分組徵選。
甲組-甄試說明:書審(權重*1.0)+擇優面試(權重*1.0)
乙組-甄試說明:書審(權重*1.0)+擇優面試(權重*1.0)

篩選條件、繳交資料、考試日程與考試規範以114學年度特殊選才簡章公告為準",邏輯推理、寫作能力、表達能力、英文能力,2,2024/12/05,"黃小姐 / 04-22840880轉796

聯絡人：黃小姐",https://www.nchu.edu.tw/,【計畫類別】特殊選才
SCH11400057,國立中興大學,國立,物理學系一般物理組,中區,臺中市南區興大路145號,數理化學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者 6.其他：<br>具農家子弟身分,"甄試說明:書審(權重*1.0)+擇優面試(權重*1.0)

篩選條件、繳交資料、考試日程與考試規範以114學年度特殊選才簡章公告為準",物理能力、數學能力、邏輯推理、英文能力,2,2024/12/05,"陳先生 / 04-22840427轉622

聯絡人：黃小姐",https://www.nchu.edu.tw/,【計畫類別】特殊選才
SCH11400058,國立中興大學,國立,物理學系光電物理組,中區,臺中市南區興大路145號,數理化學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者 6.其他：<br>具農家子弟身分,"甄試說明:書審(權重*1.0)+擇優面試(權重*1.0)

篩選條件、繳交資料、考試日程與考試規範以114學年度特殊選才簡章公告為準",物理能力、數學能力、邏輯推理、英文能力,2,2024/12/05,"陳先生 / 04-22840427轉622

聯絡人：黃小姐",https://www.nchu.edu.tw/,【計畫類別】特殊選才
SCH11400059,國立中興大學,國立,食品暨應用生物科技學系,中區,臺中市南區興大路145號,生命科學學群,特殊才能,"甄試說明:書審(權重*1.0)+擇優面試(權重*1.0)

篩選條件、繳交資料、考試日程與考試規範以114學年度特殊選才簡章公告為準",生物能力、化學能力、實驗能力、英文能力,2,2024/12/05,"蘇小姐 / 04-22840385轉2002﹑2003

聯絡人：黃小姐",https://www.nchu.edu.tw/,【計畫類別】特殊選才
SCH11400060,國立中興大學,國立,動物科學系,中區,臺中市南區興大路145號,生物資源學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者 6.其他：<br>具農家子弟身分、相關實務經驗,"甄試說明:書審(權重*1.0)+擇優面試(權重*3.0)

篩選條件、繳交資料、考試日程與考試規範以114學年度特殊選才簡章公告為準",生物能力、化學能力、實驗能力、觀察力,3,2024/12/05,"吳小姐 / 04-22840365轉208

聯絡人：黃小姐",https://www.nchu.edu.tw/,【計畫類別】特殊選才
SCH11400061,國立中興大學,國立,國際農企業學士學位學程,中區,臺中市南區興大路145號,其他學群,特殊才能,"甄試說明:書審(權重*1.0)+擇優面試(權重*1.0)

篩選條件、繳交資料、考試日程與考試規範以114學年度特殊選才簡章公告為準",基礎學科能力、溝通能力、表達能力、學習能力,2,2024/12/05,"方小姐 / 04-22840849轉660

聯絡人：黃小姐",https://www.nchu.edu.tw/,【計畫類別】特殊選才
SCH11400062,國立中興大學,國立,景觀與遊憩學士學位學程,中區,臺中市南區興大路145號,其他學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者 6.其他：<br>具農家子弟身分、中彰投地區學生,"本系採甲、乙組分組徵選。
甲組-甄試說明:書審(權重*1.0)+擇優面試(權重*1.5)
乙組-甄試說明:書審(權重*1.0)+擇優面試(權重*1.5)

篩選條件、繳交資料、考試日程與考試規範以114學年度特殊選才簡章公告為準",基礎學科能力、溝通能力、表達能力、學習能力,2,2024/12/05,"林小姐 / 04-22840513

聯絡人：黃小姐",https://www.nchu.edu.tw/,【計畫類別】特殊選才
SCH11400063,國立中興大學,國立,森林學系林學組,中區,臺中市南區興大路145號,生物資源學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者 6.其他：<br>具農家子弟身分,"甄試說明:書審(權重*1.0)+擇優面試(權重*1.0)

篩選條件、繳交資料、考試日程與考試規範以114學年度特殊選才簡章公告為準",生物能力、化學能力、實驗能力、觀察力,1,2024/12/05,"林小姐 / 04-22840345轉112

聯絡人：黃小姐",https://www.nchu.edu.tw/,【計畫類別】特殊選才
SCH11400064,國立中興大學,國立,森林學系木材科學組,中區,臺中市南區興大路145號,生物資源學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者 6.其他：<br>具農家子弟身分,"甄試說明:書審(權重*1.0)+擇優面試(權重*1.0)

篩選條件、繳交資料、考試日程與考試規範以114學年度特殊選才簡章公告為準",生物能力、化學能力、實驗能力、觀察力,1,2024/12/05,"林小姐 / 04-22840345轉112

聯絡人：黃小姐",https://www.nchu.edu.tw/,【計畫類別】特殊選才
SCH11400065,國立中興大學,國立,植物病理學系,中區,臺中市南區興大路145號,生物資源學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者 6.其他：<br>中彰投地區學生、相關實務經驗,"本系採甲、乙組分組徵選。
甲組-甄試說明:書審(權重*1.0)+擇優面試(權重*1.0)
乙組-甄試說明:書審(權重*1.0)+擇優面試(權重*1.0)

篩選條件、繳交資料、考試日程與考試規範以114學年度特殊選才簡章公告為準",生物能力、化學能力、實驗能力、觀察力,2,2024/12/05,"王小姐 / 04-22840780轉323

聯絡人：黃小姐",https://www.nchu.edu.tw/,【計畫類別】特殊選才
SCH11400066,國立中興大學,國立,園藝學系,中區,臺中市南區興大路145號,生物資源學群,特殊才能 不同教育資歷： 1.境外臺生 2.新住民及其子女 3.經濟弱勢學生 4.實驗教育學生 5.持境外學歷報考且同時持國外具公信力之入學用大型測驗成績者 6.其他：<br>具農家子弟身分,"甄試說明:書審(權重*1.0)+擇優面試(權重*2.0)

篩選條件、繳交資料、考試日程與考試規範以114學年度特殊選才簡章公告為準",生物能力、化學能力、實驗能力、觀察力,2,2024/12/05,"梁小姐 / 04-22840340轉210

聯絡人：黃小姐",https://www.nchu.edu.tw/,【計畫類別】特殊選才
SCH11400067,國立中興大學,國立,資訊工程學系,中區,臺中市南區興大路145號,資訊學群,特殊才能,"甄試說明:書審(權重*1.0)+擇優面試(權重*1.0)

篩選條件、繳交資料、考試日程與考試規範以114學年度特殊選才簡章公告為準",邏輯推理、程式設計、數學能力、英文能力,1,2024/12/05,"李小姐 / 04-22840497轉801

聯絡人：黃小姐",https://www.nchu.edu.tw/,【計畫類別】資安外加
